label,name,id,abstract,substitution_group,type,period,balance,nillable,facets,documentation
"Expenses, by nature",ExpenseByNature,ifrs-full_ExpenseByNature,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of expenses aggregated according to their nature (for example, depreciation, purchases of materials, transport costs, employee benefits and advertising costs), and not reallocated among functions within the entity."
Explanation of adjustments between denominators used to calculate basic and diluted earnings per share,ExplanationOfAdjustmentsBetweenDenominatorsUsedToCalculateBasicAndDilutedEarningsPerShare,ifrs-full_ExplanationOfAdjustmentsBetweenDenominatorsUsedToCalculateBasicAndDilutedEarningsPerShare,false,xbrli:item,xbrli:stringItemType,duration,,true,,The reconciliation of the denominators used in calculating basic and diluted earnings per share to each other.
Explanation of adjustments that would be necessary to achieve fair presentation,ExplanationOfAdjustmentsThatWouldBeNecessaryToAchieveFairPresentation,ifrs-full_ExplanationOfAdjustmentsThatWouldBeNecessaryToAchieveFairPresentation,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the adjustments to items in the financial statements that management has concluded would be necessary to achieve a fair presentation in circumstances in which management concludes that compliance with a requirement in an IFRS would be so misleading that it would conflict with the objective of financial statements set out in the Conceptual Framework, but the relevant regulatory framework prohibits departure from the requirement."
Explanation of amount reclassified between profit or loss and other comprehensive income applying overlay approach,ExplanationOfAmountReclassifiedBetweenProfitOrLossAndOtherComprehensiveIncomeApplyingOverlayApproach,ifrs-full_ExplanationOfAmountReclassifiedBetweenProfitOrLossAndOtherComprehensiveIncomeApplyingOverlayApproach,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the amount reclassified between profit or loss and other comprehensive income when applying the overlay approach, in a way that enables users of financial statements to understand how that amount is derived."
Explanation of any changes in range of undiscounted outcomes and reasons for those changes for contingent consideration,ExplanationOfAnyChangesInRangeOfOutcomesUndiscountedAndReasonsForThoseChangesForContingentConsideration,ifrs-full_ExplanationOfAnyChangesInRangeOfOutcomesUndiscountedAndReasonsForThoseChangesForContingentConsideration,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of any changes in the range of undiscounted outcomes and the reasons for those changes for contingent consideration assets or liabilities in a business combination. [Refer: Business combinations [member]]
Explanation of any changes in recognised amounts of contingent consideration,ExplanationOfAnyChangesInRecognisedAmountsOfContingentConsideration,ifrs-full_ExplanationOfAnyChangesInRecognisedAmountsOfContingentConsideration,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of any changes in recognised amounts of contingent consideration assets or liabilities in a business combination. [Refer: Business combinations [member]]
Explanation of assets acquired by way of government grant and initially recognised at fair value,ExplanationOfAssetsAcquiredByWayOfGovernmentGrantAndInitiallyRecognisedAtFairValue,ifrs-full_ExplanationOfAssetsAcquiredByWayOfGovernmentGrantAndInitiallyRecognisedAtFairValue,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of whether assets acquired by way of government grants and initially recognised at fair value are measured after recognition under the cost model or the revaluation model. [Refer: At fair value [member]; Government [member]; Government grants]
Explanation of basis of preparation of unadjusted comparative information,ExplanationOfBasisOfPreparationOfUnadjustedComparativeInformation,ifrs-full_ExplanationOfBasisOfPreparationOfUnadjustedComparativeInformation,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the basis used for the preparation of unadjusted comparative information in the financial statements.
Explanation of body of authorisation,ExplanationOfBodyOfAuthorisation,ifrs-full_ExplanationOfBodyOfAuthorisation,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of who authorised the financial statements for issue.
Explanation of change in activities that permitted insurer to reassess whether its activities are predominantly connected with insurance,ExplanationOfChangeInActivitiesThatPermittedInsurerToReassessWhetherItsActivitiesArePredominantlyConnectedWithInsurance,ifrs-full_ExplanationOfChangeInActivitiesThatPermittedInsurerToReassessWhetherItsActivitiesArePredominantlyConnectedWithInsurance,false,xbrli:item,xbrli:stringItemType,duration,,true,,The detailed explanation of the change in activities that permitted an insurer to reassess whether its activities are predominantly connected with insurance.
Explanation of change in activities that resulted in insurer no longer qualifying to apply temporary exemption from IFRS 9,ExplanationOfChangeInActivitiesThatResultedInInsurerNoLongerQualifyingToApplyTemporaryExemptionFromIFRS9,ifrs-full_ExplanationOfChangeInActivitiesThatResultedInInsurerNoLongerQualifyingToApplyTemporaryExemptionFromIFRS9,false,xbrli:item,xbrli:stringItemType,duration,,true,,The detailed explanation of the change in activities that resulted in an insurer no longer qualifying to apply the temporary exemption from IFRS 9.
Explanation of change in business model for managing financial assets,ExplanationOfChangeInBusinessModelForManagingFinancialAssets,ifrs-full_ExplanationOfChangeInBusinessModelForManagingFinancialAssets,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the change in the entity's business model for managing financial assets. [Refer: Financial assets]
Explanation of change in name of reporting entity or other means of identification from end of preceding reporting period,ExplanationOfChangeInNameOfReportingEntityOrOtherMeansOfIdentificationFromEndOfPrecedingReportingPeriod,ifrs-full_ExplanationOfChangeInNameOfReportingEntityOrOtherMeansOfIdentificationFromEndOfPrecedingReportingPeriod,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the change in either the name of the reporting entity or any other means of identification from the end of the preceding reporting period.
Explanation of changes in applicable tax rates to previous accounting period,ExplanationOfChangesInApplicableTaxRatesToPreviousAccountingPeriod,ifrs-full_ExplanationOfChangesInApplicableTaxRatesToPreviousAccountingPeriod,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the changes in the entity's applicable income tax rate(s) compared to the previous accounting period.
Explanation of changes in description of retirement benefit plan,ExplanationOfChangesInDescriptionOfRetirementBenefitPlan,ifrs-full_ExplanationOfChangesInDescriptionOfRetirementBenefitPlan,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the changes in the description of the retirement benefit plan during the period covered by the report.
"Explanation of contractual obligations to purchase, construct or develop investment property or for repairs, maintenance or enhancements",ExplanationOfContractualObligationsToPurchaseConstructOrDevelopInvestmentPropertyOrForRepairsMaintenanceOrEnhancements,ifrs-full_ExplanationOfContractualObligationsToPurchaseConstructOrDevelopInvestmentPropertyOrForRepairsMaintenanceOrEnhancements,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of contractual obligations to purchase, construct or develop investment property or for repairs, maintenance or enhancements. [Refer: Investment property]"
Explanation of credit risk management practices and how they relate to recognition and measurement of expected credit losses [text block],ExplanationOfCreditRiskManagementPracticesAndHowTheyRelateToRecognitionAndMeasurementOfExpectedCreditLossesExplanatory,ifrs-full_ExplanationOfCreditRiskManagementPracticesAndHowTheyRelateToRecognitionAndMeasurementOfExpectedCreditLossesExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation of the credit risk management practices and how they relate to the recognition and measurement of expected credit losses.
Explanation of cross-reference to interim financial statement disclosures for first-time adopter,ExplanationOrCrossReferencesToInterimFinancialStatementDisclosuresForFirsttimeAdopter,ifrs-full_ExplanationOrCrossReferencesToInterimFinancialStatementDisclosuresForFirsttimeAdopter,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of cross-references to other published documents that include information that is material to understanding the entity's current interim period for first-time adopters of IFRSs.
Explanation of departure from IFRS,ExplanationOfDepartureFromIFRS,ifrs-full_ExplanationOfDepartureFromIFRS,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the entity's departure from an IFRS, disclosing that it has complied with applicable IFRSs except that it has departed from a particular requirement to achieve a fair presentation. This includes the disclosure of the title of the IFRS from which the entity has departed, the nature of the departure (including the treatment that the IFRS would require), the reason why that treatment would be so misleading in the circumstances that it would conflict with the objective of financial statements set out in the Conceptual Framework, and the treatment adopted. [Refer: IFRSs [member]]"
Explanation of designated financial assets that are held outside legal entity that issues contracts within scope of IFRS 4,ExplanationOfDesignatedFinancialAssetsThatAreHeldOutsideLegalEntityThatIssuesContractsWithinScopeOfIFRS4,ifrs-full_ExplanationOfDesignatedFinancialAssetsThatAreHeldOutsideLegalEntityThatIssuesContractsWithinScopeOfIFRS4,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of any designated financial assets that are held outside the legal entity that issues contracts within the scope of IFRS 4.
Explanation of details of any investment in employer,ExplanationOfDetailsOfAnyInvestmentInEmployer,ifrs-full_ExplanationOfDetailsOfAnyInvestmentInEmployer,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the details of any investment in the employer that a retirement benefit plan has.
Explanation of details of guarantees given or received of outstanding balances for related party transaction,ExplanationOfDetailsOfGuaranteesGivenOrReceivedOfOutstandingBalancesForRelatedPartyTransaction,ifrs-full_ExplanationOfDetailsOfGuaranteesGivenOrReceivedOfOutstandingBalancesForRelatedPartyTransaction,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the details of guarantees given or received for outstanding balances for related party transactions. [Refer: Guarantees [member]; Related parties [member]]
Explanation of details of investment exceeding either five per cent of net assets available for benefits or five per cent of any class or type of security,ExplanationOfDetailsOfInvestmentExceedingEitherFivePerCentOfNetAssetsAvailableForBenefitsOrFivePerCentOfAnyClassOrTypeOfSecurity,ifrs-full_ExplanationOfDetailsOfInvestmentExceedingEitherFivePerCentOfNetAssetsAvailableForBenefitsOrFivePerCentOfAnyClassOrTypeOfSecurity,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the details of a single investment exceeding either 5% of the assets of a retirement benefit plan less its liabilities other than the actuarial present value of promised retirement benefits, or 5% of any class or type of security."
Explanation of determination of fair value of goods or services received or fair value of equity instruments granted on share-based payments,DeterminationOfFairValueOfGoodsOrServicesReceivedOrFairValueOfEquityInstrumentsGrantedOnSharebasedPayments,ifrs-full_DeterminationOfFairValueOfGoodsOrServicesReceivedOrFairValueOfEquityInstrumentsGrantedOnSharebasedPayments,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation that enables users of financial statements to understand how the fair value of the goods or services received, or the fair value of the equity instruments granted, in share-based payment arrangements was determined. [Refer: Share-based payment arrangements [member]]"
Explanation of difference between operating lease commitments disclosed applying IAS 17 and lease liabilities recognised at date of initial application of IFRS 16 [text block],ExplanationOfDifferenceBetweenOperatingLeaseCommitmentsDisclosedApplyingIAS17AndLeaseLiabilitiesRecognisedAtDateOfInitialApplicationOfIFRS16Explanatory,ifrs-full_ExplanationOfDifferenceBetweenOperatingLeaseCommitmentsDisclosedApplyingIAS17AndLeaseLiabilitiesRecognisedAtDateOfInitialApplicationOfIFRS16Explanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The explanation of the difference between: (a) operating lease commitments disclosed applying IAS 17 at the end of the annual reporting period immediately preceding the date of initial application of IFRS 16, discounted using the incremental borrowing rate at the date of initial application; and (b) lease liabilities recognised in the statement of financial position at the date of initial application of IFRS 16. The incremental borrowing rate is the rate of interest that a lessee would have to pay to borrow over a similar term, and with a similar security, the funds necessary to obtain an asset of a similar value to the right-of-use asset in a similar economic environment."
Explanation of direct measurement of fair value of goods or services received,ExplanationOfDirectMeasurementOfFairValueOfGoodsOrServicesReceived,ifrs-full_ExplanationOfDirectMeasurementOfFairValueOfGoodsOrServicesReceived,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of how the fair value of goods or services received was determined if it was measured directly (for example, whether fair value was measured at a market price for those goods or services)."
Explanation of disposal of investment property carried at cost or in accordance with IFRS 16 within fair value model,ExplanationOfDisposalOfInvestmentPropertyCarriedAtCostOrInAccordanceWithIFRS16WithinFairValueModel,ifrs-full_ExplanationOfDisposalOfInvestmentPropertyCarriedAtCostOrInAccordanceWithIFRS16WithinFairValueModel,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the fact that the entity has disposed of investment property not carried at fair value when the entity measures investment property at cost or in accordance with IFRS 16 within the fair value model, because fair value is not reliably determinable on a continuing basis. [Refer: At cost or in accordance with IFRS 16 within fair value model [member]; Investment property]"
Explanation of effect of change for biological asset for which fair value becomes reliably measurable,ExplanationOfEffectOfChangeForBiologicalAssetForWhichFairValueBecomesReliablyMeasurable,ifrs-full_ExplanationOfEffectOfChangeForBiologicalAssetForWhichFairValueBecomesReliablyMeasurable,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the effect of changing to fair value measurement for biological assets previously measured at their cost less any accumulated depreciation and impairment losses but for which fair value becomes reliably measurable. [Refer: Biological assets; Impairment loss]
Explanation of effect of changes in assumptions to measure insurance assets and insurance liabilities,ExplanationOfEffectOfChangesInAssumptionsToMeasureInsuranceAssetsAndInsuranceLiabilities,ifrs-full_ExplanationOfEffectOfChangesInAssumptionsToMeasureInsuranceAssetsAndInsuranceLiabilities,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the effect of changes in assumptions to measure insurance assets and insurance liabilities, showing separately the effect of each change that has a material effect on the financial statements."
Explanation of effect of changes in composition of entity during interim period,ExplanationOfEffectOfChangesInCompositionOfEntityDuringInterimPeriod,ifrs-full_ExplanationOfEffectOfChangesInCompositionOfEntityDuringInterimPeriod,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the effect of changes in the composition of the entity during the interim period, including business combinations, obtaining or losing control of subsidiaries and long-term investments, restructurings and discontinued operations. [Refer: Business combinations [member]; Discontinued operations [member]; Subsidiaries [member]]"
Explanation of effect of changes in plan to sell non-current asset or disposal group held for sale on results of operations for current period,ExplanationOfEffectOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSaleOnResultsOfOperationsForCurrentPeriod,ifrs-full_ExplanationOfEffectOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSaleOnResultsOfOperationsForCurrentPeriod,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the effect of the decision to change the plan to sell non-current assets or disposal groups on the results of operations for the current period. [Refer: Non-current assets or disposal groups classified as held for sale; Disposal groups classified as held for sale [member]]
Explanation of effect of changes in plan to sell non-current asset or disposal group held for sale on results of operations for prior period,ExplanationOfEffectOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSaleOnResultsOfOperationsForPriorPeriod,ifrs-full_ExplanationOfEffectOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSaleOnResultsOfOperationsForPriorPeriod,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the effect of the decision to change the plan to sell non-current assets or disposal groups on the results of operations for prior periods presented. [Refer: Non-current assets or disposal groups classified as held for sale]
Explanation of effect of share-based payments on entity's financial position [text block],ExplanationOfEffectOfSharebasedPaymentsOnFinancialPositions,ifrs-full_ExplanationOfEffectOfSharebasedPaymentsOnFinancialPositions,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation that enables users of financial statements to understand the effect of share-based payment transactions on the entity's financial position.
Explanation of effect of share-based payments on entity's profit or loss [text block],ExplanationOfEffectOfSharebasedPaymentsOnProfitOrLoss,ifrs-full_ExplanationOfEffectOfSharebasedPaymentsOnProfitOrLoss,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation that enables users of financial statements to understand the effect of share-based payment transactions on the entity's profit (loss).
Explanation of effect of transition on reported cash flows,ExplanationOfEffectOfTransitionOnReportedCashFlows,ifrs-full_ExplanationOfEffectOfTransitionOnReportedCashFlows,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of material adjustments to the statement of cash flows resulting from the transition from previous GAAP to IFRSs. [Refer: Previous GAAP [member]; IFRSs [member]]
Explanation of effect of transition on reported financial performance,ExplanationOfEffectOfTransitionOnReportedFinancialPerformance,ifrs-full_ExplanationOfEffectOfTransitionOnReportedFinancialPerformance,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how the transition from previous GAAP to IFRSs affected the entity's reported financial performance. [Refer: Previous GAAP [member]; IFRSs [member]]
Explanation of effect of transition on reported financial position,ExplanationOfEffectOfTransitionOnReportedFinancialPosition,ifrs-full_ExplanationOfEffectOfTransitionOnReportedFinancialPosition,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how the transition from previous GAAP to IFRSs affected the entity's reported financial position. [Refer: Previous GAAP [member]; IFRSs [member]]
Explanation of effect that timing of satisfaction of performance obligations and typical timing of payment have on contract assets and contract liabilities [text block],ExplanationOfEffectThatTimingOfSatisfactionOfPerformanceObligationsAndTypicalTimingOfPaymentHaveOnContractAssetsAndContractLiabilitiesExplanatory,ifrs-full_ExplanationOfEffectThatTimingOfSatisfactionOfPerformanceObligationsAndTypicalTimingOfPaymentHaveOnContractAssetsAndContractLiabilitiesExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation of the effect that the timing of satisfaction of performance obligations and the typical timing of payment have on the contract assets and the contract liabilities. [Refer: Performance obligations [member]; Contract assets; Contract liabilities]
Explanation of estimated financial effect of contingent assets,ExplanationOfEstimatedFinancialEffectOfContingentAssets,ifrs-full_ExplanationOfEstimatedFinancialEffectOfContingentAssets,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the estimated financial effect of possible assets that arise from past events and whose existence will be confirmed only by the occurrence or non-occurrence of one or more uncertain future events not wholly within control of the entity.
Explanation of estimated financial effect of contingent liabilities,ExplanationOfFinancialEffectOfContingentLiabilities,ifrs-full_ExplanationOfFinancialEffectOfContingentLiabilities,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the estimated financial effect of contingent liabilities. [Refer: Contingent liabilities [member]]
"Explanation of estimated financial effect, contingent liabilities in business combination",ExplanationOfEstimatedFinancialEffectContingentLiabilitiesInBusinessCombination,ifrs-full_ExplanationOfEstimatedFinancialEffectContingentLiabilitiesInBusinessCombination,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the estimated financial effect for contingent liabilities recognised in a business combination. [Refer: Contingent liabilities [member]; Business combinations [member]]
Explanation of events after interim period that have not been reflected,ExplanationOfMaterialEventsSubsequentToEndOfInterimPeriodThatHaveNotBeenReflected,ifrs-full_ExplanationOfMaterialEventsSubsequentToEndOfInterimPeriodThatHaveNotBeenReflected,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of events after the interim period that have not been reflected in the financial statements for the interim period.
Explanation of fact and basis for preparation of financial statements when not going concern basis,ExplanationOfFactAndBasisForPreparationOfFinancialStatementsWhenNotGoingConcernBasis,ifrs-full_ExplanationOfFactAndBasisForPreparationOfFinancialStatementsWhenNotGoingConcernBasis,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact that the entity has not prepared financial statements on a going concern basis and an explanation of the basis on which financial statements were prepared.
Explanation of fact and explanation of why disclosure of information on revenues and profit or loss is impracticable,DisclosureOfFactAndExplanationWhyDisclosureOfInformationForEachBusinessCombinationIsImpracticable,ifrs-full_DisclosureOfFactAndExplanationWhyDisclosureOfInformationForEachBusinessCombinationIsImpracticable,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact and the reason why the disclosure of information on revenues and profit (loss) of the acquiree since the acquisition date and the combined entity as though the acquisition date for all business combinations that occurred had been as of the beginning of the reporting period is impracticable. [Refer: Business combinations [member]; Revenue]
Explanation of fact that aggregate carrying amount of goodwill or intangible assets with indefinite useful lives allocated to cash-generating units is significant,ExplanationOfFactThatAggregateCarryingAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesAllocatedToRecoverableAmountsIsSignificant,ifrs-full_ExplanationOfFactThatAggregateCarryingAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesAllocatedToRecoverableAmountsIsSignificant,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact that the aggregate carrying amount of goodwill or intangible assets with indefinite useful lives allocated to the cash-generating unit (group of units) is significant in comparison with the entity's total carrying amount of goodwill or intangible assets with indefinite useful lives. [Refer: Carrying amount [member]; Cash-generating units [member]; Intangible assets other than goodwill]
Explanation of fact that carrying amount of goodwill or intangible assets with indefinite useful lives is not significant,ExplanationOfFactThatCarryingAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesIsNotSignificant,ifrs-full_ExplanationOfFactThatCarryingAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesIsNotSignificant,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact that the carrying amount of goodwill or intangible assets with indefinite useful lives allocated to a unit (group of units) across multiple cash-generating units (groups of units) is not significant in comparison with the entity's total carrying amount of goodwill or intangible assets with indefinite useful lives. [Refer: Carrying amount [member]; Cash-generating units [member]; Intangible assets other than goodwill]
Explanation of fact that entity's owners or others have power to amend financial statements after issue,ExplanationOfFactThatEntitysOwnersOrOthersHavePowerToAmendFinancialStatementsAfterIssue,ifrs-full_ExplanationOfFactThatEntitysOwnersOrOthersHavePowerToAmendFinancialStatementsAfterIssue,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact that the entity's owners or others have the power to amend financial statements after issue.
Explanation of fact that financial instruments whose fair value previously could not be reliably measured are derecognised,ExplanationOfFactThatFinancialInstrumentsWhoseFairValuePreviouslyCouldNotBeReliablyMeasuredAreDerecognised,ifrs-full_ExplanationOfFactThatFinancialInstrumentsWhoseFairValuePreviouslyCouldNotBeReliablyMeasuredAreDerecognised,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the fact that financial instruments whose fair value previously could not be reliably measured are derecognised. [Refer: Financial instruments, class [member]]"
Explanation of fact that financial statements and corresponding figures for previous periods have been restated for changes in general purchasing power of functional currency,ExplanationOfFactThatFinancialStatementsAndCorrespondingFiguresForPreviousPeriodsHaveBeenRestatedForChangesInGeneralPurchasingPowerOfFunctionalCurrency,ifrs-full_ExplanationOfFactThatFinancialStatementsAndCorrespondingFiguresForPreviousPeriodsHaveBeenRestatedForChangesInGeneralPurchasingPowerOfFunctionalCurrency,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the fact that financial statements and the corresponding figures for previous periods have been restated for changes in the general purchasing power of the functional currency and, as a result, are stated in terms of the measuring unit current at the end of the reporting period in hyperinflationary reporting."
Explanation of fact that financial statements for previous periods not presented,ExplanationOfFactThatFinancialStatementsForPreviousPeriodsNotPresented,ifrs-full_ExplanationOfFactThatFinancialStatementsForPreviousPeriodsNotPresented,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation, in the entity's first IFRS financial statements, of the fact that the entity did not present financial statements for previous periods."
Explanation of fact that maximum amount of payment for contingent consideration arrangements and indemnification assets is unlimited,ExplanationOfFactThatMaximumAmountOfPaymentForContingentConsiderationArrangementsAndIndemnificationAssetsIsUnlimited,ifrs-full_ExplanationOfFactThatMaximumAmountOfPaymentForContingentConsiderationArrangementsAndIndemnificationAssetsIsUnlimited,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact that the maximum amount of the payment for contingent consideration arrangements and indemnification assets is unlimited.
Explanation of fact that shares have no par value,ExplanationOfFactThatSharesHaveNoParValue,ifrs-full_ExplanationOfFactThatSharesHaveNoParValue,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the fact that shares have no par value. [Refer: Par value per share]
Explanation of factors in reaching decision to provide support to previously unconsolidated structured entity that resulted in obtaining control,ExplanationOfFactorsInReachingDecisionThatProvisionOfSupportToPreviouslyUnconsolidatedStructuredEntityResultedInObtainingControl,ifrs-full_ExplanationOfFactorsInReachingDecisionThatProvisionOfSupportToPreviouslyUnconsolidatedStructuredEntityResultedInObtainingControl,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the relevant factors in reaching the decision by a parent or any of its subsidiaries to provide, without having a contractual obligation to do so, financial or other support to a previously unconsolidated structured entity that resulted in the entity controlling the structured entity. [Refer: Subsidiaries [member]; Unconsolidated structured entities [member]]"
Explanation of facts and circumstances indicating rare situation for reclassification out of financial assets at fair value through profit or loss,ExplanationOfFactsAndCircumstancesIndicatingRareSituationForReclassificationOutOfFinancialAssetsAtFairValueThroughProfitOrLoss,ifrs-full_ExplanationOfFactsAndCircumstancesIndicatingRareSituationForReclassificationOutOfFinancialAssetsAtFairValueThroughProfitOrLoss,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of facts and circumstances indicating a rare situation for the reclassification of financial assets that are no longer held for the purpose of selling or repurchasing in the near term out of the fair value through profit or loss category. [Refer: Financial assets at fair value through profit or loss; Reclassification out of financial assets at fair value through profit or loss]
"Explanation of facts and circumstances of sale or reclassification and expected disposal, manner and timing",ExplanationOfFactsAndCircumstancesOfSaleOrReclassificationAndExpectedDisposalMannerAndTiming,ifrs-full_ExplanationOfFactsAndCircumstancesOfSaleOrReclassificationAndExpectedDisposalMannerAndTiming,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the facts and circumstances of the sale or leading to the expected disposal, and the manner and timing of that disposal, when a non-current asset or disposal group has been either classified as held for sale or sold."
Explanation of financial effect of adjustments related to business combinations,ExplanationOfFinancialEffectOfAdjustmentsRelatedToBusinessCombinations,ifrs-full_ExplanationOfFinancialEffectOfAdjustmentsRelatedToBusinessCombinations,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the financial effects of the adjustments recognised in the current reporting period that relate to business combinations that occurred in the period or previous reporting periods. [Refer: Business combinations [member]]
Explanation of financial effect of departure from IFRS,ExplanationOfFinancialEffectOfDepartureFromIFRS,ifrs-full_ExplanationOfFinancialEffectOfDepartureFromIFRS,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the financial effect of the departure from IFRS on items in the financial statements that would have been reported when complying with the requirement.
Explanation of financial effect of non-adjusting event after reporting period [text block],ExplanationOfFinancialEffectOfNonadjustingEventAfterReportingPeriod,ifrs-full_ExplanationOfFinancialEffectOfNonadjustingEventAfterReportingPeriod,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation of either an estimate of the financial effect of a non-adjusting event after the reporting period or a statement that such an estimate cannot be made.
"Explanation of gain or loss that relates to identifiable assets acquired or liabilities assumed in business combination and is of such size, nature or incidence that disclosure is relevant to understanding combined entity's financial statements",ExplanationOfGainOrLossThatRelatesToIdentifiableAssetsAcquiredOrLiabilitiesAssumedInBusinessCombination,ifrs-full_ExplanationOfGainOrLossThatRelatesToIdentifiableAssetsAcquiredOrLiabilitiesAssumedInBusinessCombination,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the gain or loss that both relates to identifiable assets acquired or liabilities assumed in a business combination and is of such size, nature or incidence that disclosure is relevant to understanding the combined entity's financial statements. [Refer: Business combinations [member]]"
Explanation of general nature of dispute and of reason for non-disclosure of information regarding contingent asset,ExplanationOfReasonForNondisclosureOfInformationRegardingContingentAsset,ifrs-full_ExplanationOfReasonForNondisclosureOfInformationRegardingContingentAsset,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the general nature of the dispute with other parties on the subject matter of a contingent asset and the fact and reason why required information relating to a possible asset that arises from past events and whose existence will be confirmed only by the occurrence or non-occurrence of one or more uncertain future events not wholly within control of the entity is not disclosed.
Explanation of general nature of dispute and of reason for non-disclosure of information regarding contingent liability,ExplanationOfReasonForNondisclosureOfInformationRegardingContingentLiability,ifrs-full_ExplanationOfReasonForNondisclosureOfInformationRegardingContingentLiability,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the general nature of the dispute with other parties on the subject matter of a contingent liability and the fact and reason why required information relating to a contingent liability is not disclosed by the entity. [Refer: Contingent liabilities [member]]
Explanation of general nature of dispute and of reason for non-disclosure of information regarding provision,ExplanationOfReasonForNondisclosureOfInformationRegardingProvision,ifrs-full_ExplanationOfReasonForNondisclosureOfInformationRegardingProvision,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the general nature of the dispute with other parties on the subject matter of a provision and the fact and reason why required information relating to a provision is not disclosed by the entity. [Refer: Provisions]
